code;name;baseidd;region;idd;time_start;time_end;opening_date;zone;s_stat;phone;phoneext;email;addr
5012;м-н Пушкино ТЦ Пушкино Парк;0001768;Центральный регион;00005550008455834;10:00;22:00;2019-04-12 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1742;rozn1768@gloria-jeans.ru;г. Пушкино, Красноармейское ш., вл 105
5013;м-н Ставрополь Маршала Жукова;0001769;Южный регион;00005550008455837;10:00;22:00;2017-07-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1840;rozn1769@gloria-jeans.ru;ул. Маршала Жукова, 5А, Ставрополь, Ставропольский край, 355035
5015;м-н Москва ТЦ Клен;0001771;Центральный регион;00005550008455843;10:00;22:00;2017-05-05 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1868;rozn1771@gloria-jeans.ru;г. Москва, Староватутинский проезд д.14
5016;м-н Сергиев Посад ТЦ Капитолий;0001772;Центральный регион;00005550008455846;09:00;22:00;2017-03-24 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1876;rozn1772@gloria-jeans.ru;Россия, Московская область, Сергиев Посад, Новоугличское шоссе, 85
5018;м-н Алматы ТЦ Апорт;0001774;Казахстан;00005550008455852;10:00;22:00;2018-07-20 00:00:00.000;UTC +06:00;Действует;+7-800-500-82-82;1744;rozn1774@gloria-jeans.ru;Ташкентский тракт 17, Алматы, Казахстан
5019;м-н Балашиха Крупской;0001775;Центральный регион;00005550008455855;09:00;20:00;2017-04-14 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1555;rozn1775@gloria-jeans.ru;г. Балашиха, ул. Крупской 10а.
5020;м-н Москва ТЦ Бутово Молл;0001776;Центральный регион;00005550008455858;10:00;22:00;2019-02-22 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1495;rozn1776@gloria-jeans.ru;г. Москва, Чечёрский пр-д, дом 5
5021;м-н Москва ТЦ Мозаика;0001777;Центральный регион;00005550008455861;10:00;22:00;2017-04-21 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1871;rozn1777@gloria-jeans.ru;г. Москва, 7-я Кожуховская ул., владение 3А и 5
5022;м-н Керчь ТЦ Таир;0001778;Южный регион;00005550008455864;09:00;20:00;2017-06-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1809;rozn1778@gloria-jeans.ru;Республика Крым, Керчь, ул. Маршала Еременко 30
5025;м-н С.-Петербург ТЦ Мега Парнас;0001781;Северо-Западный регион;00005550008579171;10:00;23:00;2017-12-29 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1753;rozn1781@gloria-jeans.ru;КАД(117 км внешн.), Санкт-Петербург, Ленинградская обл.
5028;м-н Курск ТЦ Европа Новый;0001784;Центральный регион;00005550008579180;10:00;22:00;2017-12-22 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1758;rozn1784@gloria-jeans.ru;г. Курск, ул. Карла Маркса 6
5029;м-н Нур-Султан ТРЦ Мега Силк Вэй;0001785;Казахстан;00005550008579183;10:00;22:00;2018-02-09 00:00:00.000;UTC +06:00;Действует;+7-800-500-82-82;1752;rozn1785@gloria-jeans.ru;просп. Кабанбай Батыра 62, Нур-Султан, Казахстан
5030;м-н Алматы ТРЦ Мега Парк;0001786;Казахстан;00005550008579186;10:00;22:00;2018-02-16 00:00:00.000;UTC +06:00;Действует;+7-800-500-82-82;1745;rozn1786@gloria-jeans.ru;Казахстан , г. Алматы, ул. Макатаева 127/1
5031;м-н Минск ТЦ Момо;0001787;Белоруссия;00005550008579189;10:00;22:00;2018-05-25 00:00:00.000;UTC +03:00;Действует;+7-800-500-82-82;1886;rozn1787@gloria-jeans.ru;Партизанский просп. 150А, Минск, Беларусь
5034;м-н Уфа ТЦ Семья;0001790;Поволжье;00005550008579198;10:00;22:00;2017-06-04 00:00:00.000;UTC +05:00;Действует;8-800-500-82-82;1813;rozn1790@gloria-jeans.ru;г. Уфа, пр. Октября, 34
5035;м-н Майкоп ТЦ Крестьянская;0001791;Южный регион;00005550008579202;09:00;20:00;2017-06-02 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1841;rozn1791@gloria-jeans.ru;г. Майкоп, ул. Крестьянская, д. 221
5036;м-н Барнаул ТРЦ Галактика;0001792;Сибирь;00005550008579205;10:00;22:00;2017-09-14 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1764;rozn1792@gloria-jeans.ru;г.Барнаул,  проспект Строителей 117
5037;м-н С.-Петербург ТЦ Мега Дыбенко;0001793;Северо-Западный регион;00005550008579292;10:00;22:00;2017-09-07 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1842;rozn1793@gloria-jeans.ru;г. С.-Петербург, Кудрово, 12-й км Мурманского ш.
5038;м-н Томск ТЦ Биг Сити;0001794;Сибирь;00005550008579296;10:00;21:00;2017-12-22 00:00:00.000;UTC +07:00;Действует;8-800-500-82-82;1757;rozn1794@gloria-jeans.ru;пр. Ленина, 80А, Томск, Томская обл., 634050
5043;м-н Московский ТЦ Новомосковский;0001799;Центральный регион;00005550008579312;10:00;22:00;2017-07-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1775;rozn1799@gloria-jeans.ru;г. Москва, Московский, улица Хабарова, 2
5044;м-н Минск ТЦ Галерея;0001800;Белоруссия;00005550008956961;10:00;22:00;2017-06-16 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1805;rozn1800@gloria-jeans.ru;просп. Победителей 9, Минск, Беларусь
5046;м-н Гомель ТРЦ Мандарин;0001802;Белоруссия;00005550008956967;10:00;22:00;2017-12-22 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1755;rozn1802@gloria-jeans.ru;Беларусь, г. Гомель, пр. Речицкий, 5в
5047;м-н Минск ТЦ Экспобел;0001803;Белоруссия;00005550008956970;10:00;22:00;2018-07-27 00:00:00.000;UTC +03:00;Действует;+7-800-500-82-82;1817;rozn1803@gloria-jeans.ru;Минская область, Пересечение МКАд и Логойского тракта Боровлянский сельсовет деревня Боровая, 5
5052;м-н Гродно ТЦ Олд Сити;0001808;Белоруссия;00005550008956986;10:00;21:00;2018-11-17 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1266;rozn1808@gloria-jeans.ru;г. Гродно, ул. Дубко, д. 17
5055;м-н Липецк ТЦ Ривьера Новый;0001811;Центральный регион;00005550008956995;10:00;22:00;1753-01-01 00:00:00.000;UTC +03:00;Подготовка к закрытию;8-800-500-82-82;;rozn1811@gloria-jeans.ru;г.Липецк, ул.Катукова, 51
926;м-н Симферополь ТЦ ФМ;0001821;Южный регион;00005550009371816;10:00;20:00;2010-04-22 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1269;rozn1821@gloria-jeans.ru;Крым, г. Симферополь, ул. Ясная 37 А
895;м-н Симферополь ТЦ Меганом;0001822;Южный регион;00005550009904347;10:00;21:00;2015-08-08 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1971;rozn1822@gloria-jeans.ru;Крым, Симферополь г., Евпаторийское ш., 8
5070;м-н Выборг ТЦ Кубус;0001826;Северо-Западный регион;00005550010050536;10:00;22:00;2019-02-28 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1062;rozn1826@gloria-jeans.ru;Ленинградская обл., г. Выборг, тупик Железнодорожный, д. 4
5072;м-н Владивосток ТРЦ Калина Молл;0001828;Дальний Восток;00005550010050558;10:00;22:00;2019-04-27 00:00:00.000;UTC +10:00;Действует;8-800-500-82-82;1035;rozn1828@gloria-jeans.ru;г.  Владивосток, ул. Калинина, 6А
5077;м-н Зеленоград ТЦ Иридиум;0001833;Центральный регион;00005550010050613;10:00;22:00;2018-12-27 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1766;rozn1833@gloria-jeans.ru;Крюковская площадь, 1, Зеленоградский административный округ
5084;м-н Полоцк ТЦ Манеж;0001840;Белоруссия;00005550010945361;10:00;21:00;2019-03-22 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1449;rozn1840@gloria-jeans.ru;Вильнюсское ш., 1, Полоцк, Беларусь
5100;м-н Ейск Свердлова;0001856;Южный регион;00005550010948069;09:00;20:00;2019-01-25 00:00:00.000;UTC +03:00;Действует;8-800-500-82-82;1474;rozn1856@gloria-jeans.ru;г. Ейск, ул. Свердлова 114
5103;м-н Ecomm;0001859;ECommerce;00005550011380666;00:01;23:59;2018-11-19 00:00:00.000;UTC +03:00;Действует;;;;
5104;м-н Ecomm Юг;0001860;Южный регион;00005550011380667;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5105;м-н Ecomm Центр;0001861;Центральный регион;00005550011380668;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5106;м-н Ecomm Урал;0001862;Урал;00005550011380669;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5107;м-н Ecomm Украина;0001863;Украина;00005550011380670;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5108;м-н Ecomm Сибирь;0001864;Сибирь;00005550011380671;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5109;м-н Ecomm Северо-Запад;0001865;Северо-Западный регион;00005550011380672;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5111;м-н Ecomm Поволжье;0001867;Поволжье;00005550011380673;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5110;м-н Ecomm Казахстан;0001866;Казахстан;00005550011380674;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5112;м-н Ecomm Дальний Восток;0001868;Дальний Восток;00005550011380675;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5113;м-н Ecomm Грузия;0001869;Грузия;00005550011380676;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5114;м-н Ecomm Белоруссия;0001870;Белоруссия;00005550011380677;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
5115;м-н Ecomm Replenishment;0001871;ECommerce;00005550011416960;00:01;23:59;1753-01-01 00:00:00.000;UTC +03:00;Действует;;;;
